Chr	start	end	length	TRlength	TRcoverage	case
CM051460.1	93875550	94555851	680302	53054	7.8%	20k30k
CM051460.1	231745843	232893064	1147222	89440	7.8%	20k30k
CM051460.1	356479643	357594362	1114720	86861	7.79%	20k30k
CM051460.1	336763427	337563551	800125	62027	7.75%	20k30k
CM051460.1	11198720	11980580	781861	60602	7.75%	20k30k
CM051460.1	50372610	51074607	701998	54386	7.75%	20k30k
CM051460.1	178771544	179134559	363016	28106	7.74%	20k30k
CM051460.1	34098813	35052423	953611	73816	7.74%	20k30k
CM051460.1	295756586	295980823	224238	17311	7.72%	20k30k
CM051460.1	1	620357	620357	47760	7.7%	20k30k
CM051460.1	303791574	306445163	2653590	204281	7.7%	20k30k
CM051460.1	247145286	247507331	362046	27845	7.69%	20k30k
CM051460.1	10647467	11160857	513391	39450	7.68%	20k30k
CM051460.1	164802903	165118323	315421	24228	7.68%	20k30k
CM051460.1	41263938	41805988	542051	41626	7.68%	20k30k
CM051460.1	298501525	300399570	1898046	145580	7.67%	20k30k
CM051460.1	127968626	128870500	901875	69152	7.67%	20k30k
CM051460.1	3397333	3424001	26669	2043	7.66%	20k30k
CM051460.1	353149420	354308065	1158646	88712	7.66%	20k30k
CM051460.1	220428763	221076227	647465	49442	7.64%	20k30k
CM051460.1	267130883	267484612	353730	26939	7.62%	20k30k
CM051460.1	354734298	355610639	876342	66710	7.61%	20k30k
CM051460.1	38154838	38399352	244515	18593	7.6%	20k30k
CM051460.1	124090638	124758399	667762	50709	7.59%	20k30k
CM051460.1	135026626	136920510	1893885	143358	7.57%	20k30k
CM051460.1	360686169	361198777	512609	38780	7.57%	20k30k
CM051460.1	277591925	278339241	747317	56417	7.55%	20k30k
CM051460.1	60626212	61858575	1232364	92961	7.54%	20k30k
CM051460.1	73515312	73970032	454721	34244	7.53%	20k30k
CM051460.1	248013948	249171432	1157485	87150	7.53%	20k30k
CM051460.1	2928170	3352724	424555	31690	7.46%	20k30k
CM051460.1	17917037	18634709	717673	53521	7.46%	20k30k
CM051460.1	46682693	48085053	1402361	104423	7.45%	20k30k
CM051460.1	118099116	118446187	347072	25801	7.43%	20k30k
CM051460.1	319325467	319807546	482080	35832	7.43%	20k30k
CM051460.1	307608438	309030450	1422013	105490	7.42%	20k30k
CM051460.1	126492584	127056619	564036	41755	7.4%	20k30k
CM051460.1	314831962	316061161	1229200	90959	7.4%	20k30k
CM051460.1	323399359	324073187	673829	49759	7.38%	20k30k
CM051460.1	5882113	7071269	1189157	87739	7.38%	20k30k
CM051460.1	190279882	190334073	54192	3994	7.37%	20k30k
CM051460.1	170576630	170866127	289498	21334	7.37%	20k30k
CM051460.1	337610076	339338514	1728439	127349	7.37%	20k30k
CM051460.1	267769483	269312640	1543158	113027	7.32%	20k30k
CM051460.1	152946851	153503575	556725	40694	7.31%	20k30k
CM051460.1	151566305	152912591	1346287	98384	7.31%	20k30k
CM051460.1	330380198	331433255	1053058	76888	7.3%	20k30k
CM051460.1	359798228	360644851	846624	61787	7.3%	20k30k
CM051460.1	339679670	341118426	1438757	104794	7.28%	20k30k
CM051460.1	345008542	345254842	246301	17860	7.25%	20k30k
CM051460.1	296016969	297702763	1685795	121983	7.24%	20k30k
CM051460.1	78612149	79379177	767029	55316	7.21%	20k30k
CM051460.1	259629565	260006088	376524	27152	7.21%	20k30k
CM051460.1	146551592	147052475	500884	36065	7.2%	20k30k
CM051460.1	306480960	307165790	684831	49299	7.2%	20k30k
CM051460.1	25910676	26719407	808732	58155	7.19%	20k30k
CM051460.1	153549601	154091502	541902	38670	7.14%	20k30k
CM051460.1	87720016	90387015	2667000	190162	7.13%	20k30k
CM051460.1	131405465	131996445	590981	42039	7.11%	20k30k
CM051460.1	341643878	344301698	2657821	188607	7.1%	20k30k
CM051460.1	57195605	60017535	2821931	200200	7.09%	20k30k
CM051460.1	239892527	240857907	965381	68221	7.07%	20k30k
CM051460.1	101113363	101568103	454741	32110	7.06%	20k30k
CM051460.1	142353072	143710676	1357605	95650	7.05%	20k30k
CM051460.1	273824290	276205834	2381545	167784	7.05%	20k30k
CM051460.1	301263224	302513093	1249870	87629	7.01%	20k30k
CM051460.1	86906707	87250641	343935	24085	7.0%	20k30k
CM051460.1	160767636	161541876	774241	54102	6.99%	20k30k
CM051460.1	173095217	173988418	893202	62252	6.97%	20k30k
CM051460.1	3460207	5306869	1846663	128083	6.94%	20k30k
CM051460.1	194930236	195147372	217137	15038	6.93%	20k30k
CM051460.1	316517310	317878524	1361215	94194	6.92%	20k30k
CM051460.1	226579398	227141235	561838	38829	6.91%	20k30k
CM051460.1	227199321	227575763	376443	26006	6.91%	20k30k
CM051460.1	334955228	335738159	782932	54047	6.9%	20k30k
CM051460.1	13871668	15322042	1450375	99946	6.89%	20k30k
CM051460.1	354344015	354702301	358287	24680	6.89%	20k30k
CM051460.1	16042369	17887034	1844666	127049	6.89%	20k30k
CM051460.1	70627756	73484739	2856984	196363	6.87%	20k30k
CM051460.1	99274364	100168947	894584	61381	6.86%	20k30k
CM051460.1	13391190	13776533	385344	26293	6.82%	20k30k
CM051460.1	166026012	167111001	1084990	74014	6.82%	20k30k
CM051460.1	56865193	57157549	292357	19937	6.82%	20k30k
CM051460.1	102168239	104436260	2268022	154595	6.82%	20k30k
CM051460.1	168586478	168634277	47800	3253	6.81%	20k30k
CM051460.1	119571878	119928389	356512	24240	6.8%	20k30k
CM051460.1	281042940	282074327	1031388	70112	6.8%	20k30k
CM051460.1	85952707	86860777	908071	61645	6.79%	20k30k
CM051460.1	52122606	52452163	329558	22301	6.77%	20k30k
CM051460.1	106628001	108768045	2140045	144423	6.75%	20k30k
CM051460.1	22880699	22926386	45688	3083	6.75%	20k30k
CM051460.1	162001483	163178867	1177385	79434	6.75%	20k30k
CM051460.1	143989704	145275950	1286247	86699	6.74%	20k30k
CM051460.1	222743739	223133954	390216	26279	6.73%	20k30k
CM051460.1	278938700	281003581	2064882	138362	6.7%	20k30k
CM051460.1	294456846	295726071	1269226	84921	6.69%	20k30k
CM051460.1	167527442	168080869	553428	36958	6.68%	20k30k
CM051460.1	28392964	29516734	1123771	75015	6.68%	20k30k
CM051460.1	134220880	134992763	771884	51506	6.67%	20k30k
CM051460.1	168668113	169081017	412905	27492	6.66%	20k30k
CM051460.1	351217963	353118617	1900655	126518	6.66%	20k30k
CM051460.1	215521582	220396266	4874685	324257	6.65%	20k30k
CM051460.1	74137832	74696718	558887	37136	6.64%	20k30k
CM051460.1	116767422	118063571	1296150	86032	6.64%	20k30k
CM051460.1	244660999	246237621	1576623	104624	6.64%	20k30k
CM051460.1	183885552	184460126	574575	38111	6.63%	20k30k
CM051460.1	241286960	242593313	1306354	86647	6.63%	20k30k
CM051460.1	313343442	314795859	1452418	96194	6.62%	20k30k
CM051460.1	37187314	38119846	932533	61457	6.59%	20k30k
CM051460.1	39466396	40206406	740011	48643	6.57%	20k30k
CM051460.1	260571134	262811204	2240071	146749	6.55%	20k30k
CM051460.1	289155377	289639794	484418	31642	6.53%	20k30k
CM051460.1	7107300	9405896	2298597	150136	6.53%	20k30k
CM051460.1	155294026	155589386	295361	19280	6.53%	20k30k
CM051460.1	178713731	178738551	24821	1620	6.53%	20k30k
CM051460.1	1119571	2368583	1249013	81256	6.51%	20k30k
CM051460.1	176391644	178342436	1950793	126312	6.47%	20k30k
CM051460.1	300525433	301227468	702036	45407	6.47%	20k30k
CM051460.1	269379182	270460279	1081098	69703	6.45%	20k30k
CM051460.1	252149486	255120214	2970729	191493	6.45%	20k30k
CM051460.1	328560560	330220828	1660269	106314	6.4%	20k30k
CM051460.1	121144101	121685107	541007	34609	6.4%	20k30k
CM051460.1	20023652	21349397	1325746	84707	6.39%	20k30k
CM051460.1	310464684	313302097	2837414	181241	6.39%	20k30k
CM051460.1	66654512	68798532	2144021	136901	6.39%	20k30k
CM051460.1	202072038	203026424	954387	60931	6.38%	20k30k
CM051460.1	128900856	130333516	1432661	91214	6.37%	20k30k
CM051460.1	42696572	43145181	448610	28491	6.35%	20k30k
CM051460.1	48118678	49110269	991592	62964	6.35%	20k30k
CM051460.1	199280268	200312216	1031949	65454	6.34%	20k30k
CM051460.1	257889394	259594354	1704961	108130	6.34%	20k30k
CM051460.1	132877220	134190139	1312920	82969	6.32%	20k30k
CM051460.1	344336554	344420818	84265	5301	6.29%	20k30k
CM051460.1	349135501	349737463	601963	37842	6.29%	20k30k
CM051460.1	60050395	60595090	544696	34233	6.28%	20k30k
CM051460.1	324116228	324677960	561733	35239	6.27%	20k30k
CM051460.1	223496825	224911602	1414778	88742	6.27%	20k30k
CM051460.1	249628786	252113871	2485086	155833	6.27%	20k30k
CM051460.1	27012809	28041873	1029065	64271	6.25%	20k30k
CM051460.1	172068804	172567762	498959	31106	6.23%	20k30k
CM051460.1	334011953	334920322	908370	56437	6.21%	20k30k
CM051460.1	285401342	287628266	2226925	137772	6.19%	20k30k
CM051460.1	22023121	22827749	804629	49633	6.17%	20k30k
CM051460.1	319839452	320502869	663418	40891	6.16%	20k30k
CM051460.1	80633652	80962999	329348	20297	6.16%	20k30k
CM051460.1	111719665	113117342	1397678	85972	6.15%	20k30k
CM051460.1	12014097	12038790	24694	1517	6.14%	20k30k
CM051460.1	175030327	176357803	1327477	81482	6.14%	20k30k
CM051460.1	10067249	10617109	549861	33699	6.13%	20k30k
CM051460.1	131097063	131374569	277507	16999	6.13%	20k30k
CM051460.1	235918588	238460714	2542127	155653	6.12%	20k30k
CM051460.1	179167880	183817283	4649404	284261	6.11%	20k30k
CM051460.1	228766944	229314927	547984	33399	6.09%	20k30k
CM051460.1	101601193	102124443	523251	31802	6.08%	20k30k
CM051460.1	168116299	168556376	440078	26680	6.06%	20k30k
CM051460.1	114759722	114852916	93195	5649	6.06%	20k30k
CM051460.1	163316357	164641410	1325054	80227	6.05%	20k30k
CM051460.1	65078878	65688039	609162	36809	6.04%	20k30k
CM051460.1	264739898	265189127	449230	27071	6.03%	20k30k
CM051460.1	211284127	211453220	169094	10144	6.0%	20k30k
CM051460.1	227605858	228721014	1115157	66821	5.99%	20k30k
CM051460.1	19505841	19993411	487571	29214	5.99%	20k30k
CM051460.1	141093324	141165160	71837	4297	5.98%	20k30k
CM051460.1	347482908	348179529	696622	41569	5.97%	20k30k
CM051460.1	341152644	341604608	451965	26938	5.96%	20k30k
CM051460.1	325714001	327225846	1511846	89809	5.94%	20k30k
CM051460.1	355854888	356449136	594249	35234	5.93%	20k30k
CM051460.1	76004474	76733227	728754	43188	5.93%	20k30k
CM051460.1	18994245	19451718	457474	27097	5.92%	20k30k
CM051460.1	45357782	46651633	1293852	76535	5.92%	20k30k
CM051460.1	321075664	321625885	550222	32526	5.91%	20k30k
CM051460.1	141202664	142319947	1117284	65939	5.9%	20k30k
CM051460.1	355650076	355816386	166311	9780	5.88%	20k30k
CM051460.1	346713409	347219752	506344	29772	5.88%	20k30k
CM051460.1	293480110	294101508	621399	36462	5.87%	20k30k
CM051460.1	187100010	189779787	2679778	157137	5.86%	20k30k
CM051460.1	288540767	288663218	122452	7170	5.86%	20k30k
CM051460.1	159465757	160737267	1271511	74030	5.82%	20k30k
CM051460.1	90420330	93762753	3342424	194109	5.81%	20k30k
CM051460.1	108804350	110020271	1215922	70337	5.78%	20k30k
CM051460.1	120210100	120865766	655667	37882	5.78%	20k30k
CM051460.1	155629664	156683909	1054246	60810	5.77%	20k30k
CM051460.1	125724619	126016625	292007	16813	5.76%	20k30k
CM051460.1	81548306	85101888	3553583	203769	5.73%	20k30k
CM051460.1	246273239	247084414	811176	46383	5.72%	20k30k
CM051460.1	79552684	80196440	643757	36799	5.72%	20k30k
CM051460.1	221187374	221311435	124062	7090	5.71%	20k30k
CM051460.1	224950417	226546377	1595961	91153	5.71%	20k30k
CM051460.1	229441419	229691537	250119	14285	5.71%	20k30k
CM051460.1	15365883	16009084	643202	36632	5.7%	20k30k
CM051460.1	130368018	130938739	570722	32394	5.68%	20k30k
CM051460.1	263001614	263331716	330103	18703	5.67%	20k30k
CM051460.1	229348260	229398046	49787	2812	5.65%	20k30k
CM051460.1	265704987	266588500	883514	49886	5.65%	20k30k
CM051460.1	147866366	149082933	1216568	68672	5.64%	20k30k
CM051460.1	52489742	53353817	864076	48770	5.64%	20k30k
CM051460.1	68835580	69254485	418906	23601	5.63%	20k30k
CM051460.1	196712116	198877769	2165654	121821	5.63%	20k30k
CM051460.1	114692126	114716079	23954	1344	5.61%	20k30k
CM051460.1	300432105	300494325	62221	3481	5.59%	20k30k
CM051460.1	234707030	235887209	1180180	65978	5.59%	20k30k
CM051460.1	80994448	81512835	518388	28955	5.59%	20k30k
CM051460.1	43189920	44065365	875446	48762	5.57%	20k30k
CM051460.1	53386136	54350016	963881	53651	5.57%	20k30k
CM051460.1	69285813	70590623	1304811	72622	5.57%	20k30k
CM051460.1	184998888	187066311	2067424	114749	5.55%	20k30k
CM051460.1	104514969	104957943	442975	24497	5.53%	20k30k
CM051460.1	33030035	33676982	646948	35602	5.5%	20k30k
CM051460.1	292094532	293275979	1181448	64977	5.5%	20k30k
CM051460.1	9513164	10036736	523573	28753	5.49%	20k30k
CM051460.1	255591843	257807067	2215225	121535	5.49%	20k30k
CM051460.1	140338431	141054687	716257	39177	5.47%	20k30k
CM051460.1	211577045	212923979	1346935	73349	5.45%	20k30k
CM051460.1	209540487	209949676	409190	22252	5.44%	20k30k
CM051460.1	85352161	85919130	566970	30724	5.42%	20k30k
CM051460.1	35139965	36241012	1101048	59589	5.41%	20k30k
CM051460.1	40668978	41030614	361637	19550	5.41%	20k30k
CM051460.1	174022126	174295307	273182	14726	5.39%	20k30k
CM051460.1	169163075	170492210	1329136	71487	5.38%	20k30k
CM051460.1	243518337	243593766	75430	4055	5.38%	20k30k
CM051460.1	232936725	234665541	1728817	92704	5.36%	20k30k
CM051460.1	121715148	124057559	2342412	125473	5.36%	20k30k
CM051460.1	212956114	215485526	2529413	135328	5.35%	20k30k
CM051460.1	138412832	139283285	870454	46397	5.33%	20k30k
CM051460.1	24314184	25874489	1560306	82895	5.31%	20k30k
CM051460.1	78093563	78227338	133776	6974	5.21%	20k30k
CM051460.1	332178291	333666547	1488257	77554	5.21%	20k30k
CM051460.1	24241081	24283928	42848	2215	5.17%	20k30k
CM051460.1	327260295	327937167	676873	34774	5.14%	20k30k
CM051460.1	12082109	13337096	1254988	64346	5.13%	20k30k
CM051460.1	203333372	203545614	212243	10873	5.12%	20k30k
CM051460.1	136993719	138288662	1294944	66112	5.11%	20k30k
CM051460.1	351107456	351179425	71970	3672	5.1%	20k30k
CM051460.1	221350454	222313549	963096	49126	5.1%	20k30k
CM051460.1	263368210	264399146	1030937	52561	5.1%	20k30k
CM051460.1	74727196	75964299	1237104	62900	5.08%	20k30k
CM051460.1	200344395	202037071	1692677	85615	5.06%	20k30k
CM051460.1	192025005	193083132	1058128	53197	5.03%	20k30k
CM051460.1	243663344	244234480	571137	28609	5.01%	20k30k
CM051460.1	65718668	66418400	699733	35048	5.01%	20k30k
CM051460.1	272202245	273779646	1577402	78909	5.0%	20k30k
CM051460.1	195180531	196275147	1094617	54684	5.0%	20k30k
CM051460.1	97197492	97373120	175629	8769	4.99%	20k30k
CM051460.1	316092617	316485512	392896	19610	4.99%	20k30k
CM051460.1	161574264	161648021	73758	3674	4.98%	20k30k
CM051460.1	49672531	50330421	657891	32684	4.97%	20k30k
CM051460.1	96351826	97075175	723350	35934	4.97%	20k30k
CM051460.1	230018499	231714694	1696196	83777	4.94%	20k30k
CM051460.1	55213382	56440723	1227342	60481	4.93%	20k30k
CM051460.1	62024137	64127110	2102974	103057	4.9%	20k30k
CM051460.1	260048803	260538512	489710	23968	4.89%	20k30k
CM051460.1	203132810	203300080	167271	8184	4.89%	20k30k
CM051460.1	44426440	45302397	875958	42797	4.89%	20k30k
CM051460.1	324807332	325087094	279763	13618	4.87%	20k30k
CM051460.1	126202427	126226473	24047	1170	4.87%	20k30k
CM051460.1	157554202	158282723	728522	35416	4.86%	20k30k
CM051460.1	167144789	167497270	352482	17124	4.86%	20k30k
CM051460.1	207769082	209509688	1740607	84331	4.84%	20k30k
CM051460.1	209992234	210984284	992051	47959	4.83%	20k30k
CM051460.1	289777365	290663428	886064	42763	4.83%	20k30k
CM051460.1	320537040	320682401	145362	6984	4.8%	20k30k
CM051460.1	189830317	190242649	412333	19797	4.8%	20k30k
CM051460.1	204908436	205891162	982727	47140	4.8%	20k30k
CM051460.1	346343304	346682793	339490	16284	4.8%	20k30k
CM051460.1	138326101	138379735	53635	2566	4.78%	20k30k
CM051460.1	23657661	24201400	543740	25864	4.76%	20k30k
CM051460.1	203931604	204875713	944110	44806	4.75%	20k30k
CM051460.1	44101830	44124835	23006	1089	4.73%	20k30k
CM051460.1	171163380	172019814	856435	40226	4.7%	20k30k
CM051460.1	158422512	159434181	1011670	47023	4.65%	20k30k
CM051460.1	155196792	155261973	65182	3029	4.65%	20k30k
CM051460.1	119958630	120177919	219290	10157	4.63%	20k30k
CM051460.1	93805927	93843157	37231	1716	4.61%	20k30k
CM051460.1	38667864	38712937	45074	2077	4.61%	20k30k
CM051460.1	36977082	37143578	166497	7655	4.6%	20k30k
CM051460.1	207598508	207729377	130870	6010	4.59%	20k30k
CM051460.1	163209395	163280391	70997	3232	4.55%	20k30k
CM051460.1	29549692	29918038	368347	16638	4.52%	20k30k
CM051460.1	51168358	51228660	60303	2722	4.51%	20k30k
CM051460.1	41840433	41926515	86083	3804	4.42%	20k30k
CM051460.1	5651458	5847012	195555	8604	4.4%	20k30k
CM051460.1	205923181	207282221	1359041	58930	4.34%	20k30k
CM051460.1	302821028	303188887	367860	15939	4.33%	20k30k
CM051460.1	41072648	41221123	148476	6429	4.33%	20k30k
CM051460.1	359653783	359767245	113463	4900	4.32%	20k30k
CM051460.1	222372495	222561955	189461	8097	4.27%	20k30k
CM051460.1	207315869	207556603	240735	10181	4.23%	20k30k
CM051460.1	164677096	164768812	91717	3866	4.22%	20k30k
CM051460.1	38431292	38635112	203821	8566	4.2%	20k30k
CM051460.1	85151848	85319974	168127	7046	4.19%	20k30k
CM051460.1	51260083	51373467	113385	4734	4.18%	20k30k
CM051460.1	174595486	174832762	237277	9865	4.16%	20k30k
CM051460.1	276478829	277343098	864270	35755	4.14%	20k30k
CM051460.1	18667318	18961664	294347	12159	4.13%	20k30k
CM051460.1	40385865	40637391	251527	10336	4.11%	20k30k
CM051460.1	42148199	42418129	269931	11062	4.1%	20k30k
CM051460.1	244523965	244628895	104931	4289	4.09%	20k30k
CM051460.1	344454133	344560403	106271	4332	4.08%	20k30k
CM051460.1	291948653	292045861	97209	3953	4.07%	20k30k
CM051460.1	193828530	194898805	1070276	43150	4.03%	20k30k
CM051460.1	145806637	145889118	82482	3324	4.03%	20k30k
CM051460.1	297738356	298217149	478794	19250	4.02%	20k30k
CM051460.1	51463127	52091827	628701	25180	4.01%	20k30k
CM051460.1	320715238	320738062	22825	907	3.97%	20k30k
CM051460.1	339370398	339448455	78058	3101	3.97%	20k30k
CM051460.1	240888188	241169536	281349	11117	3.95%	20k30k
CM051460.1	178372900	178679256	306357	12099	3.95%	20k30k
CM051460.1	78257807	78324969	67163	2646	3.94%	20k30k
CM051460.1	239111419	239862104	750686	29407	3.92%	20k30k
CM051460.1	249202446	249592058	389613	15244	3.91%	20k30k
CM051460.1	78356941	78573382	216442	8427	3.89%	20k30k
CM051460.1	114535594	114649006	113413	4401	3.88%	20k30k
CM051460.1	33709543	34020451	310909	11926	3.84%	20k30k
CM051460.1	328356654	328527149	170496	6529	3.83%	20k30k
CM051460.1	150329892	150512822	182931	6933	3.79%	20k30k
CM051460.1	131016674	131061331	44658	1679	3.76%	20k30k
CM051460.1	247538753	247983307	444555	16682	3.75%	20k30k
CM051460.1	242636350	242838133	201784	7542	3.74%	20k30k
CM051460.1	323171717	323205385	33669	1242	3.69%	20k30k
CM051460.1	303521505	303761214	239710	8827	3.68%	20k30k
CM051460.1	116588852	116728147	139296	5128	3.68%	20k30k
CM051460.1	238936589	239064565	127977	4702	3.67%	20k30k
CM051460.1	203578373	203901445	323073	11825	3.66%	20k30k
CM051460.1	49155703	49436938	281236	10264	3.65%	20k30k
CM051460.1	145936229	146520673	584445	21005	3.59%	20k30k
CM051460.1	21380396	21544286	163891	5869	3.58%	20k30k
CM051460.1	154132521	154315917	183397	6509	3.55%	20k30k
CM051460.1	97403998	97477898	73901	2611	3.53%	20k30k
CM051460.1	94599156	94857254	258099	9116	3.53%	20k30k
CM051460.1	87285794	87330341	44548	1554	3.49%	20k30k
CM051460.1	293333201	293444536	111336	3868	3.47%	20k30k
CM051460.1	143745604	143860098	114495	3977	3.47%	20k30k
CM051460.1	156721653	156881608	159956	5545	3.47%	20k30k
CM051460.1	318694706	318846941	152236	5264	3.46%	20k30k
CM051460.1	323237888	323368004	130117	4470	3.44%	20k30k
CM051460.1	191840883	191992825	151943	5207	3.43%	20k30k
CM051460.1	28076185	28346344	270160	9166	3.39%	20k30k
CM051460.1	190364465	191808220	1443756	48778	3.38%	20k30k
CM051460.1	211488924	211535017	46094	1546	3.35%	20k30k
CM051460.1	143894511	143954805	60295	1990	3.3%	20k30k
CM051460.1	339479814	339641562	161749	5277	3.26%	20k30k
CM051460.1	317913741	317974309	60569	1967	3.25%	20k30k
CM051460.1	100901709	101071024	169316	5473	3.23%	20k30k
CM051460.1	282936414	283211895	275482	8864	3.22%	20k30k
CM051460.1	318294812	318661649	366838	11629	3.17%	20k30k
CM051460.1	150091201	150289197	197997	6241	3.15%	20k30k
CM051460.1	287710638	287814783	104146	3266	3.14%	20k30k
CM051460.1	276308105	276438713	130609	3962	3.03%	20k30k
CM051460.1	125258397	125625908	367512	11083	3.02%	20k30k
CM051460.1	49472529	49638691	166163	4786	2.88%	20k30k
CM051460.1	172791883	173059835	267953	7604	2.84%	20k30k
CM051460.1	94893482	94930668	37187	1053	2.83%	20k30k
CM051460.1	13811206	13838605	27400	774	2.82%	20k30k
CM051460.1	61891518	61992035	100518	2839	2.82%	20k30k
CM051460.1	32436235	32533734	97500	2736	2.81%	20k30k
CM051460.1	66449835	66623033	173199	4748	2.74%	20k30k
CM051460.1	80264406	80438366	173961	4749	2.73%	20k30k
CM051460.1	221107332	221140069	32738	886	2.71%	20k30k
CM051460.1	657667	1087326	429660	11554	2.69%	20k30k
CM051460.1	23392917	23624058	231142	6181	2.67%	20k30k
CM051460.1	31867021	32170412	303392	7828	2.58%	20k30k
CM051460.1	330318160	330347963	29804	737	2.47%	20k30k
CM051460.1	56519615	56832397	312783	7483	2.39%	20k30k
CM051460.1	165152370	165534925	382556	9017	2.36%	20k30k
CM051460.1	347256956	347444347	187392	4403	2.35%	20k30k
CM051460.1	32347146	32394306	47161	1104	2.34%	20k30k
CM051460.1	51108971	51134722	25752	571	2.22%	20k30k
CM051460.1	165566963	165799311	232349	4897	2.11%	20k30k
CM051460.1	278369672	278425139	55468	1085	1.96%	20k30k
CM051460.1	262850797	262966935	116139	1998	1.72%	20k30k
CM051460.1	97106164	97157250	51087	861	1.69%	20k30k
CM051460.1	74015670	74051163	35494	591	1.67%	20k30k
CM051460.1	55139462	55179786	40325	634	1.57%	20k30k
CM051460.1	278814178	278903088	88911	1235	1.39%	20k30k
CM051461.1	56979850	57053541	73692	42438	57.59%	20k30k
CM051461.1	74146326	74181704	35379	10136	28.65%	20k30k
CM051461.1	163260713	163317054	56342	15270	27.1%	20k30k
CM051461.1	172123594	172205530	81937	21189	25.86%	20k30k
CM051461.1	47108064	47184407	76344	19680	25.78%	20k30k
CM051461.1	129814581	129949397	134817	32636	24.21%	20k30k
CM051461.1	191301924	191391639	89716	18555	20.68%	20k30k
CM051461.1	50204847	50336177	131331	25585	19.48%	20k30k
CM051461.1	84638739	84807878	169140	30623	18.11%	20k30k
CM051461.1	8571786	9010384	438599	73855	16.84%	20k30k
CM051461.1	176705273	176797673	92401	15216	16.47%	20k30k
CM051461.1	195935823	196049403	113581	18423	16.22%	20k30k
CM051461.1	247102527	247331301	228775	36923	16.14%	20k30k
CM051461.1	24299279	24444788	145510	22939	15.76%	20k30k
CM051461.1	2547442	2633819	86378	13341	15.44%	20k30k
CM051461.1	53118509	53247216	128708	19467	15.12%	20k30k
CM051461.1	252710355	252845414	135060	20354	15.07%	20k30k
CM051461.1	121036270	121239210	202941	29521	14.55%	20k30k
CM051461.1	222213678	222511574	297897	41608	13.97%	20k30k
CM051461.1	257528958	257662231	133274	18608	13.96%	20k30k
CM051461.1	173520341	173625707	105367	14511	13.77%	20k30k
CM051461.1	116127352	116453330	325979	44776	13.74%	20k30k
CM051461.1	239966674	240105553	138880	18291	13.17%	20k30k
CM051461.1	254466086	254918046	451961	59151	13.09%	20k30k
CM051461.1	36374459	36537612	163154	21176	12.98%	20k30k
CM051461.1	69975411	70120441	145031	18745	12.92%	20k30k
CM051461.1	252121733	252313637	191905	24584	12.81%	20k30k
CM051461.1	164180031	164341615	161585	20071	12.42%	20k30k
CM051461.1	623806	922644	298839	36833	12.33%	20k30k
CM051461.1	70204150	70368522	164373	20166	12.27%	20k30k
CM051461.1	150203967	150299782	95816	11753	12.27%	20k30k
CM051461.1	55174284	55439560	265277	31851	12.01%	20k30k
CM051461.1	176146182	176270363	124182	14790	11.91%	20k30k
CM051461.1	137475358	137499688	24331	2874	11.81%	20k30k
CM051461.1	150330847	150725412	394566	46468	11.78%	20k30k
CM051461.1	41239441	41483062	243622	28287	11.61%	20k30k
CM051461.1	161659215	161775988	116774	13397	11.47%	20k30k
CM051461.1	177584906	177824843	239938	26963	11.24%	20k30k
CM051461.1	260444495	260874980	430486	48284	11.22%	20k30k
CM051461.1	209116714	209453645	336932	36825	10.93%	20k30k
CM051461.1	91306310	91660673	354364	38339	10.82%	20k30k
CM051461.1	230327791	230471869	144079	15355	10.66%	20k30k
CM051461.1	146083804	146221031	137228	14255	10.39%	20k30k
CM051461.1	152248129	152464774	216646	22323	10.3%	20k30k
CM051461.1	1	378055	378055	38931	10.3%	20k30k
CM051461.1	111055795	111519337	463543	47691	10.29%	20k30k
CM051461.1	223543637	223822459	278823	28488	10.22%	20k30k
CM051461.1	205340852	205684341	343490	34962	10.18%	20k30k
CM051461.1	255688433	255910608	222176	22590	10.17%	20k30k
CM051461.1	29987873	30320239	332367	33750	10.15%	20k30k
CM051461.1	211627274	212503397	876124	88901	10.15%	20k30k
CM051461.1	160695530	161285010	589481	59731	10.13%	20k30k
CM051461.1	194541810	195413246	871437	88034	10.1%	20k30k
CM051461.1	137194208	137382773	188566	19033	10.09%	20k30k
CM051461.1	19527639	19740143	212505	21327	10.04%	20k30k
CM051461.1	26992967	27398479	405513	40230	9.92%	20k30k
CM051461.1	130734988	131391232	656245	64591	9.84%	20k30k
CM051461.1	260971620	261370135	398516	39083	9.81%	20k30k
CM051461.1	83529092	83724548	195457	19056	9.75%	20k30k
CM051461.1	113357681	113693426	335746	32614	9.71%	20k30k
CM051461.1	95691947	96220537	528591	50696	9.59%	20k30k
CM051461.1	137541443	137812541	271099	25880	9.55%	20k30k
CM051461.1	51702653	52810250	1107598	105114	9.49%	20k30k
CM051461.1	241855951	242187113	331163	31308	9.45%	20k30k
CM051461.1	5310306	5518799	208494	19637	9.42%	20k30k
CM051461.1	9133592	9521462	387871	36513	9.41%	20k30k
CM051461.1	234250232	234740600	490369	46130	9.41%	20k30k
CM051461.1	128039301	128179053	139753	13136	9.4%	20k30k
CM051461.1	39990551	40281916	291366	27386	9.4%	20k30k
CM051461.1	66149862	66485624	335763	31504	9.38%	20k30k
CM051461.1	116539085	116927335	388251	36137	9.31%	20k30k
CM051461.1	166980636	167580399	599764	55730	9.29%	20k30k
CM051461.1	233893118	234213796	320679	29618	9.24%	20k30k
